Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",60 m²,4.9 tỷ,4 m,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Còn tương đối. Sơn sửa nhẹ là ở được.,,
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",48.6 m²,3.95 tỷ,5 m,,,,,,,,
"Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",83 m²,16.8 tỷ,6 m,6 m,7 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông - Nam,Đông - Nam
"Phố Thái Thịnh, Phường Láng Hạ, Đống Đa, Hà Nội",63 m²,14.8 tỷ,,5 m,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cực kỳ sang trọng,Tây - Bắc,Tây - Bắc
"Phố Quảng Khánh, Phường Quảng An, Tây Hồ, Hà Nội",126.1 m²,54 tỷ,10 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Có nội thất,Đông,
"đường Nghi Tàm, Phường Quảng An, Tây Hồ, Hà Nội",150 m²,38 tỷ,,,,,,,,,
"Đường Thọ Lão, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",40 m²,5.35 tỷ,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,"Nội thất cửa gỗ lim tự nhiên, Hệ thống điều hòa, Thiết bị vệ sinh nhập khẩu, Hệ thống điện Philip, trần thạch cao, sàn gỗ các tầng, toàn bộ cửa gỗ Lim, cầu thang con tiện đôi, mặt bậc gỗ Lim 100%. Gạc",,
"Đường Tu Hoàng, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",48 m²,7.7 tỷ,15 m,6 m,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Đông,Nam
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",51 m²,5.6 tỷ,3.7 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",40 m²,2.75 tỷ,,,5 tầng,3 phòng,3 phòng,Sổ đỏ.,,,
"32c Ngõ 53, Đường Tân Ấp, Phường Phúc Xá, Ba Đình, Hà Nội",40 m²,188 triệu/m²,4 m,,,3 phòng,4 phòng,Sổ đỏ,"Nội thất hoàn thiện gỗ lim, sồi, đồ đạc chuẩn, ...",Tây - Nam,Tây - Nam
"Dự án GoldSeason, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",102 m²,5.3 tỷ,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất để lại hết, chỉ mang đi tivi, tủ lạnh, máy giặt.",Tây - Bắc,Đông - Nam
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",30.8 m²,4.39 tỷ,6.84 m,5 m,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,
"85, Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",38 m²,17.5 tỷ,4 m,,6 tầng,,,,"Thang máy nhập khẩu, điều hòa âm trần",Bắc,
"Đường Ngọc Đại, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",40 m²,5 tỷ,,,,,,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",120 m²,22.5 tỷ,7.2 m,5 m,8 tầng,,,Sổ đỏ/ Sổ hồng.,,Đông - Bắc,
"Đường Lâm Hạ, Phường Bồ Đề, Long Biên, Hà Nội",70 m²,14.5 tỷ,4.2 m,8 m,6 tầng,5 phòng,8 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Tây - Bắc,Đông - Nam
"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",360 m²,45 tỷ,20 m,3 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"đường Tây Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",32 m²,3.4 tỷ,4 m,2.5 m,5 tầng,3 phòng,4 phòng,- Sổ đỏ chính chủ - sẵn sàng giao dịch.,Nội thất cơ bản.,Tây - Bắc,Tây - Bắc
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",40 m²,4 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55 m²,11 tỷ,,9 m,6 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",40 m²,6.9 tỷ,4 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ,,,
"đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",193 m²,23.8 tỷ,8.5 m,3.2 m,3 tầng,18 phòng,19 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường An Trai, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.25 tỷ,3.5 m,2.5 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Tặng toàn bộ nội thất,Đông - Nam,Đông - Nam
"Phường Mỗ Lao, Hà Đông, Hà Nội",38 m²,Thỏa thuận,3.6 m,4.5 m,5 tầng,3 phòng,4 phòng,Sổ đỏ chính chủ,Nội thất đầy đủ,,
"Đường Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",35 m²,3.69 tỷ,3.2 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",120 m²,32 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Xã Vân Canh, Hoài Đức, Hà Nội",36 m²,4.88 tỷ,3.5 m,,4 tầng,,,Có sổ,,,
"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",68 m²,Thỏa thuận,,,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",57 m²,8 tỷ,4.3 m,6 m,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội.",65 m²,11 tỷ,5.2 m,,5 tầng,7 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội.",65 m²,11 tỷ,5.2 m,,5 tầng,7 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Hoàng Cầu, Phường Nam Đồng, Đống Đa, Hà Nội",80 m²,11.9 tỷ,,,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",30 m²,1.46 tỷ,4 m,3 m,3 tầng,3 phòng,2 phòng,Sổ đỏ chính chủ.,Nội thất đủ và đúng quy chuẩn như cam kết.,Đông - Nam,Đông - Nam
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",62 m²,10.5 tỷ,5 m,4 m,5 tầng,4 phòng,4 phòng,,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",40 m²,8.5 tỷ,4.6 m,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Số 10, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",50 m²,Thỏa thuận,4 m,5 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, sang trọng.",Tây - Bắc,Tây - Bắc
"Đường Dương Quảng Hàm, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",80 m²,Thỏa thuận,6 m,4 m,9 tầng,13 phòng,13 phòng,,,,
"Đường Nghĩa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",39 m²,Thỏa thuận,,8 m,,,,,,,
"Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",96 m²,23.5 tỷ,7.2 m,12 m,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",160 m²,24 tỷ,11 m,15 m,7 tầng,10 phòng,,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,,
"Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội",90 m²,10 tỷ,6 m,7 m,4 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full,,
"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Ba Đình, Hà Nội",60 m²,6.8 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Đền Lừ, Phường Tân Mai, Hoàng Mai, Hà Nội",55 m²,6.2 tỷ,,,5 tầng,,,Sổ đỏ,,,
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",90 m²,12 tỷ,4.5 m,6 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Đường Ngọc Hồi, Xã Tam Hiệp, Thanh Trì, Hà Nội",62 m²,3.8 tỷ,5 m,4 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Số 19 ngõ 29, Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",117.3 m²,Thỏa thuận,5.3 m,4 m,,,,Sổ đỏ/ Sổ hồng,,Tây - Nam,
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",65 m²,7.4 tỷ,,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Nhân Hòa, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",60 m²,6.7 tỷ,4 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp.,Đông - Nam,Đông - Nam
"Phường Khương Trung, Thanh Xuân, Hà Nội",64 m²,11.999 tỷ,4.71 m,,,,,,,,
"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",42.4 m²,3.1 tỷ,4 m,2 m,1 tầng,1 phòng,,Đang chờ sổ,Cơ bản,,
"Đường Đa Tốn, Xã Đa Tốn, Gia Lâm, Hà Nội",210 m²,10.5 tỷ,8 m,10 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,,
"Xã La Phù, Hoài Đức, Hà Nội",33 m²,2.2 tỷ,,3 m,2 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,,
"Phường Yên Nghĩa, Hà Đông, Hà Nội",32 m²,2.1 tỷ,3.5 m,,4 tầng,3 phòng,3 phòng,,full nội thất,,
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",70 m²,24.8 tỷ,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội",51 m²,4.5 tỷ,6.1 m,2 m,3 tầng,4 phòng,,Đã có sổ,,,
"28B, Đường Điện Biên Phủ, Phường Điện Biên, Ba Đình, Hà Nội",55 m²,13.4 tỷ,8 m,,6 tầng,8 phòng,8 phòng,,Full nội thất,,
"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",38 m²,6.4 tỷ,4.2 m,,5 tầng,,,,,,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",30 m²,3.7 tỷ,4 m,,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",80 m²,6 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Phường Định Công, Hoàng Mai, Hà Nội",160 m²,19 tỷ,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội.",50 m²,6.75 tỷ,,,,,,Sổ đỏ/ Sổ hồng.,,,
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",35 m²,5.9 tỷ,,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",43 m²,6.9 tỷ,,4 m,5 tầng,8 phòng,4 phòng,Sổ đỏ chính chủ,Tặng toàn bộ nội thất,,
"Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",65 m²,26.6 tỷ,,,,,,Sổ đỏ/ Sổ hồng.,,,
"Dự án KĐT Đại Kim, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",54 m²,11.8 tỷ,4.2 m,9 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đẹp.,,
"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",56 m²,9.9 tỷ,,,6 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35 m²,1.75 tỷ,4.4 m,2 m,2 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,Tây - Nam
"Ngõ 29, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",35 m²,5.5 tỷ,5 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Hoàn thiện cao cấp. Hoàn thiện: Tủ bếp, trần thạch cao, sàn gỗ, cửa thông phòng, bình nóng lạnh, thiết bị vệ sinh cao cấp.",Đông - Bắc,Đông - Bắc
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",45 m²,4.5 tỷ,4.5 m,3.5 m,5 tầng,5 phòng,5 phòng,Sổ đỏ chính chủ.,,,
"Số 7 ngõ 188, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",45 m²,6.5 tỷ,4.7 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông,
"Số 7 ngõ 188, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",45 m²,6.5 tỷ,4.7 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Đông,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",90 m²,22 tỷ,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Số 38 ngõ 189, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",40 m²,4.8 tỷ,4 m,4 m,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Tủ bếp, thiết bị vệ sinh, giường tủ...",,
"Phường Thổ Quan, Đống Đa, Hà Nội",50 m²,100 triệu/m²,5 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",105 m²,29.8 tỷ,,,9 tầng,4 phòng,,Sổ đỏ,Nội thất cao cấp.,,
"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",93 m²,11.2 tỷ,4.8 m,8 m,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",40 m²,6.5 tỷ,4 m,3 m,5 tầng,5 phòng,4 phòng,Sổ đỏ,"Nội thất cao cấp nhập khẩu, sàn gỗ công nghiệp, bậc cầu thang gỗ Lim nguyên khối, thiết bị vệ sinh Toto.",,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55 m²,11 tỷ,,4.5 m,7 tầng,,5 phòng,,,,
"Đường Đê La Thành, Phường Thành Công, Ba Đình, Hà Nội",30 m²,3.5 tỷ,3.3 m,2 m,3 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,,
"Đường Mạc Thái Tổ, Phường Yên Hòa, Cầu Giấy, Hà Nội",72 m²,11.8 tỷ,,5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,,,
"Thôn Kim Hoàng, Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội",31 m²,2.8 tỷ,4 m,4 m,5 tầng,3 phòng,4 phòng,,,Đông - Nam,Đông - Nam
"Đường 32, Xã Đức Thượng, Hoài Đức, Hà Nội",32 m²,1.85 tỷ,4 m,2 m,2 tầng,2 phòng,2 phòng,,,Nam,
"Yên Vĩnh, Đường 32, Xã Kim Chung, Hoài Đức, Hà Nội",35 m²,4.8 tỷ,3.8 m,6 m,5 tầng,3 phòng,4 phòng,,,Đông - Nam,Đông - Nam
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",36 m²,2.55 tỷ,3.1 m,2.5 m,2 tầng,2 phòng,2 phòng,Sổ đỏ,"Nội thất cơ bản đầy đủ, có thể ở ngay",Tây,Tây
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",100 m²,26.5 tỷ,6 m,10 m,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Đào Tấn, Phường Liễu Giai, Ba Đình, Hà Nội",95 m²,17.8 tỷ,4.8 m,,4 tầng,5 phòng,,Sổ đỏ,,,
"Dự án Thạch Bàn, Long Biên, Hà Nội",71 m²,7.1 tỷ,5 m,3 m,3 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Đông - Bắc,Đông - Bắc
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40 m²,8.6 tỷ,4 m,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường 70, Phường Phúc La, Hà Đông, Hà Nội",240 m²,30 tỷ,12 m,11 m,6 tầng,,,Sổ đỏ,,,
"Đường Hoàng Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",45 m²,4.7 tỷ,4 m,,5 tầng,7 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",35 m²,4.15 tỷ,5 m,2.2 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,
"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",35 m²,4.9 tỷ,,,6 tầng,4 phòng,,Sổ đỏ vuông đẹp,,,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",140 m²,9.2 tỷ,7 m,,1 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",35 m²,4.8 tỷ,5 m,5 m,5 tầng,3 phòng,4 phòng,"Sổ đỏ đẹp, sẵn sàng giao dịch.",Nội thất đẹp.,,
"Đường 415, Xã Khánh Thượng, Ba Vì, Hà Nội",250 m²,1.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,Nam,
"12 Phố Nghĩa Dũng, Phường Phúc Xá, Ba Đình, Hà Nội",80 m²,8.6 tỷ,4.8 m,3 m,6 tầng,10 phòng,10 phòng,Sổ đỏ,,,
"Ngõ 1, Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",90 m²,12.5 tỷ,6 m,6 m,5 tầng,6 phòng,4 phòng,,Nội thất tiêu chuẩn Châu Âu.,Đông - Bắc,
