Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Nội thất,Số phòng ngủ
"Đường Thụy Phương, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",46 m²,4.4 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Quốc lộ 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",32 m²,2.6 tỷ,3.3 m,2 m,Tây - Nam,Tây - Nam,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",40 m²,3.15 tỷ,3.3 m,3 m,Tây - Nam,Tây - Nam,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",42 m²,4.5 tỷ,4 m,3 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",30 m²,3.1 tỷ,3.6 m,,,,2 tầng,,,,
"Đường Lê Trọng Tấn, Phường Khương Trung, Thanh Xuân, Hà Nội",43 m²,1.68 tỷ,5 m,,,,3 tầng,,,,2 phòng
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",63 m²,3.3 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",67 m²,2.3 tỷ,,3 m,,,,,Hợp đồng mua bán,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",36 m²,3.1 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",40 m²,3.8 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",65 m²,9 tỷ,5 m,,,,4 tầng,,,,
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",39 m²,3.85 tỷ,,,,,,,Sổ đỏ.,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",40 m²,7.4 tỷ,4 m,,,,5 tầng,,Sổ đỏ chính chủ.,,
"Phố Thanh Đàm, Phường Thanh Trì, Hoàng Mai, Hà Nội",48 m²,5.05 tỷ,,,,,,,Sổ đỏ.,,
"Đường Lê Trọng Tấn, Phường Định Công, Hoàng Mai, Hà Nội",60 m²,6.9 tỷ,4 m,4 m,,,24 tầng,40 phòng,Sổ đỏ/ Sổ hồng,,5 phòng
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",50 m²,4.6 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phố Thanh Đàm, Phường Thanh Trì, Hoàng Mai, Hà Nội",38 m²,3.75 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",64 m²,2.65 tỷ,,,,,,,Hợp đồng mua bán.,,
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",48 m²,3.25 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,
"Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",40 m²,9.4 tỷ,5.1 m,,Đông - Nam,,3 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",37 m²,3.75 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",42 m²,4.2 tỷ,4 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",45 m²,4.6 tỷ,5 m,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",140 m²,6.5 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội.",62 m²,5.05 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"Đường Nguyễn Khoái, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",61 m²,4.95 tỷ,4 m,3 m,,,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Ngõ 86, Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",25 m²,2.95 tỷ,3 m,,,,3 tầng,2 phòng,,,2 phòng
"Ngõ 135, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",25 m²,2.9 tỷ,2.8 m,,,,4 tầng,2 phòng,Sổ đỏ/ Sổ hồng.,,2 phòng
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",45 m²,8.5 tỷ,45 m,3 m,,,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,6 phòng
"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",40 m²,5.5 tỷ,4.5 m,6 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",70 m²,5.4 tỷ,8.5 m,3 m,,,3 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,3 phòng
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",55 m²,3.2 tỷ,,,,,4 tầng,,Sổ đỏ/ Sổ hồng,,
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",30 m²,3.95 tỷ,6 m,,,,4 tầng,,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",40 m²,5.6 tỷ,4 m,7 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,4 phòng
"Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",33 m²,3.6 tỷ,6 m,6 m,,,5 tầng,4 phòng,Sổ đỏ chính chủ.,,4 phòng
"Phố Lạc Trung, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",36 m²,4.95 tỷ,4.2 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",36 m²,2.78 tỷ,,,,,,,Sổ đỏ/ Sổ hồng,,
"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",43 m²,2.85 tỷ,,,,,3 tầng,,Sổ đỏ,,
"Ngõ 322, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",39 m²,3.85 tỷ,,,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,4 phòng
"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",40 m²,4.89 tỷ,4.5 m,4 m,,,,4 phòng,,"nội thất kiên cố, chắc chắn",4 phòng
"Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",72 m²,10 tỷ,6.4 m,,,,4 tầng,,,,3 phòng
"Ngõ 28, Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",42 m²,5.2 tỷ,,,,,4 tầng,,Sổ đỏ/ Sổ hồng,,
"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",50 m²,6.7 tỷ,9 m,3 m,,,6 tầng,3 phòng,Đã có sổ đỏ,Hiện đại,3 phòng
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",57 m²,8.4 tỷ,4.3 m,3 m,,,5 tầng,4 phòng,Đã có sổ đỏ.,Hiện đại.,5 phòng
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",47 m²,8.3 tỷ,3.8 m,5 m,,,6 tầng,4 phòng,Đã có sổ đỏ,Hiện đại,3 phòng
"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",52 m²,6.1 tỷ,3.5 m,4 m,,,4 tầng,3 phòng,Đã có sổ đỏ,Hiện đại,4 phòng
"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",60 m²,6.6 tỷ,3.5 m,3.2 m,,,5 tầng,3 phòng,Đã có sổ đo,Hiện đại,4 phòng
"Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",74 m²,7.35 tỷ,4 m,4 m,,,4 tầng,3 phòng,Đã có sổ đỏ,Hiện đại.,4 phòng
"Đường Cù Chính Lan, Phường Khương Mai, Thanh Xuân, Hà Nội",53 m²,7.5 tỷ,3.5 m,7 m,,,5 tầng,3 phòng,Đã có sổ đỏ,Hiện đại,3 phòng
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",65 m²,9.4 tỷ,4.1 m,8 m,,,4 tầng,3 phòng,Đã có sổ đỏ,Hiện đại,4 phòng
"Đường Đặng Văn Ngữ, Phường Trung Tự, Đống Đa, Hà Nội",55 m²,5.4 tỷ,4 m,3 m,,,4 tầng,3 phòng,Đã có sổ đỏ,Hiện đại,4 phòng
"Đường Khương Đình, Phường Khương Mai, Thanh Xuân, Hà Nội",55 m²,9.4 tỷ,4.2 m,6 m,,,6 tầng,5 phòng,Đã có sổ đỏ,Hiện đại.,3 phòng
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",43 m²,3.95 tỷ,4.1 m,3 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,4 phòng
"Đường Xuân Đỉnh, Phường Xuân La, Tây Hồ, Hà Nội",55 m²,5.3 tỷ,4 m,4.5 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Sang trọng.,4 phòng
"Ngõ 85, Đường Nguyễn Lương Bằng, Phường Quang Trung, Đống Đa, Hà Nội",38 m²,3.55 tỷ,6 m,2.5 m,,,3 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đẹp,3 phòng
"Phố Thái Thịnh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",52 m²,7.45 tỷ,4.25 m,4 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"Tủ tivi, tivi, bàn ghế sofa, tủ bếp, bếp từ, hút mùi, bàn ăn, giường tủ, ga đệm, sàn lát gỗ, cầu thang gỗ lim",5 phòng
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",33 m²,4.3 tỷ,,,,,5 tầng,,Sổ đỏ/ Sổ hồng,,3 phòng
"Ngõ 72, Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",36 m²,4.75 tỷ,3.5 m,2.5 m,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",40 m²,2.47 tỷ,3.9 m,3 m,Đông - Nam,Đông - Nam,4 tầng,3 phòng,Sổ đỏ,Nội thất cơ bản.,4 phòng
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.65 tỷ,3.6 m,3 m,Đông - Bắc,Đông - Bắc,5 tầng,3 phòng,Sổ đỏ,Nội thất cơ bản.,3 phòng
"Ngõ 127, Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",45 m²,5.9 tỷ,4.1 m,5 m,Tây - Nam,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất toàn đồ cao cấp,4 phòng
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.55 tỷ,3.5 m,3 m,Tây - Bắc,Tây - Bắc,5 tầng,4 phòng,Sổ đỏ,Cơ bản đầy đủ,3 phòng
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.8 tỷ,4 m,3 m,Tây,Tây,5 tầng,4 phòng,Sổ đỏ,"Nội thất bao gồm tủ bếp, đèn chùm, điều hòa, nóng lạnh, kệ tivi, tủ rượu, bếp từ, hút mùi cửa chính, cửa thông phòng gỗ Lim, toàn bộ hệ thống thiết bị vệ sinh, đèn chiếu sáng, trang trí đầy đủ,...",3 phòng
"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.45 tỷ,3.5 m,3.5 m,Đông,Đông,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ,4 phòng
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.63 tỷ,4.5 m,3 m,Đông - Nam,Đông - Nam,5 tầng,4 phòng,Sổ đỏ,Nội thất cơ bản đầy đủ,4 phòng
"Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",35 m²,4.2 tỷ,3.8 m,2.5 m,,,5 tầng,3 phòng,,Ngoại nhập,3 phòng
"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",45 m²,6.68 tỷ,3.6 m,3.2 m,,,5 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,8 phòng
"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",33 m²,5.2 tỷ,4.2 m,4 m,Đông - Bắc,Đông - Bắc,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,3 phòng
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",35 m²,2.45 tỷ,4 m,3 m,Tây,Tây,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản đầy đủ,4 phòng
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",50 m²,4 tỷ,3 m,3 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",45 m²,9.2 tỷ,5.5 m,,,,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Để lại toàn bộ nội thất.,4 phòng
"Ngõ 95, Phố Việt Hưng, Phường Long Biên, Long Biên, Hà Nội",32 m²,3.4 tỷ,4 m,2 m,Đông - Bắc,Đông - Bắc,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Full.,3 phòng
"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",33 m²,1.95 tỷ,3.3 m,2.2 m,Đông - Nam,Đông - Nam,4 tầng,3 phòng,Sổ đỏ,,3 phòng
"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",39 m²,2.35 tỷ,3.2 m,3 m,Tây - Nam,Tây - Nam,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",37 m²,2.69 tỷ,4 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất sang trọng.,3 phòng
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",45 m²,7.2 tỷ,4.5 m,8 m,,,6 tầng,5 phòng,,Nội thất sang trọng ,4 phòng
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",24 m²,2.35 tỷ,3 m,3 m,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,2 phòng
"Đường Võng Thị, Phường Bưởi, Tây Hồ, Hà Nội",60 m²,8 tỷ,6 m,,,,5 tầng,,Sổ đỏ/ Sổ hồng,,
"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",40 m²,5.25 tỷ,3.8 m,4 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,8 phòng
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",50 m²,5.6 tỷ,4 m,4 m,Tây,Tây,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất cơ bản,6 phòng
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.73 tỷ,5 m,3 m,Tây - Nam,Tây - Nam,5 tầng,4 phòng,Sổ đỏ,Nội thất đầy đủ,4 phòng
"Ngõ 63 số nhà 45, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",62 m²,4.2 tỷ,,,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Phố Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",58 m²,7.6 tỷ,5 m,3 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ cao cấp,6 phòng
"đường Đông Hội, Xã Đông Hội, Đông Anh, Hà Nội",48 m²,4.5 tỷ,,,,,3 tầng,,Sổ đỏ/ Sổ hồng,,
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",36 m²,2.5 tỷ,,,,,3 tầng,,Sổ đỏ/ Sổ hồng.,,3 phòng
"Phố Đại La, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",58 m²,7.6 tỷ,4 m,4 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ cao cấp chính hãng,6 phòng
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",45 m²,5.35 tỷ,4.6 m,,,,5 tầng,,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Ngũ Nhạc, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",64 m²,3.98 tỷ,4.2 m,2.5 m,,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4 phòng
"Đường Phan Kế Bính, Phường Liễu Giai, Ba Đình, Hà Nội",50 m²,6.7 tỷ,,3 m,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất cao cấp ,5 phòng
"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",90 m²,1.7 tỷ,4.5 m,3 m,,,1 tầng,1 phòng,Hợp đồng mua bán.,,2 phòng
"Đường Phú Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",50 m²,4 tỷ,4 m,,,,3 tầng,,,,
"Phố Nguyễn Đổng Chi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",45 m²,3.9 tỷ,,,,,,,Sổ đỏ,,6 phòng
"Đường Miếu Đầm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",37 m²,3.5 tỷ,,,,,,3 phòng,Sổ đỏ,,4 phòng
"Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",42 m²,4.9 tỷ,4.2 m,3.4 m,,,6 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,4 phòng
"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",40 m²,3.9 tỷ,,,,,,,,,6 phòng
"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",40 m²,3.9 tỷ,,,,,,,,,6 phòng
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30 m²,4.9 tỷ,,,,,,,,,
"Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",56 m²,4.95 tỷ,,,,,4 tầng,,,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",40 m²,4.3 tỷ,,,,,,,Sổ đỏ/ Sổ hồng.,,5 phòng
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",45 m²,4.9 tỷ,,,,,5 tầng,,Sổ đỏ,,
"Đường Hoàng Quốc Việt, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",35 m²,4.55 tỷ,,,,,5 tầng,,,,
"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",70 m²,7 tỷ,8 m,3 m,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,6 phòng
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",35 m²,3 tỷ,,,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,cao cấp,3 phòng
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",55 m²,7.8 tỷ,7 m,3 m,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,7 phòng
"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",58 m²,7 tỷ,,,,,5 tầng,,,,
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",20 m²,2.4 tỷ,,,,,4 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",55 m²,7.7 tỷ,6 m,3 m,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,8 phòng
"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",35 m²,4.45 tỷ,,,,,5 tầng,,Sổ đỏ,,
"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",42 m²,4.9 tỷ,,,,,5 tầng,,,,
"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",40 m²,4.6 tỷ,,,,,5 tầng,,,,
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",51 m²,6.5 tỷ,,,,,3 tầng,,,,
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",33 m²,4 tỷ,,,,,5 tầng,,,,3 phòng
"Phố Chính Kinh, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",45 m²,5.95 tỷ,,2.5 m,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,"Sang trọng, hiện đại, đáp ứng mọi nhu cầu sinh hoạt",6 phòng
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",43 m²,1.68 tỷ,5 m,,,,3 tầng,,,,3 phòng
"Đường Phú Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",58 m²,7.95 tỷ,,7 m,,,,4 phòng,Sổ đỏ/ Sổ hồng,full nội thất,4 phòng
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội.",47 m²,3.9 tỷ,,,,,4 tầng,,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",120 m²,10 tỷ,,,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,4 phòng
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50 m²,7 tỷ,,,,,,,,,
"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",46 m²,6.25 tỷ,,,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,3 phòng
"Đường Quốc lộ 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",38 m²,2.29 tỷ,5 m,3 m,,,4 tầng,3 phòng,Sổ đỏ,Trang bị cơ bản,4 phòng
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",62 m²,6.35 tỷ,,,,,5 tầng,12 phòng,Sổ đỏ/ Sổ hồng,,12 phòng
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",50 m²,6.4 tỷ,,,,,,,,,4 phòng
"Đường Do Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",50 m²,2.79 tỷ,4 m,3 m,,,4 tầng,3 phòng,Sổ đỏ,Trang bị cơ bản,4 phòng
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.45 tỷ,3.5 m,3 m,Tây - Bắc,Tây - Bắc,5 tầng,4 phòng,Sổ đỏ,Cơ bản đầy đủ,3 phòng
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.8 tỷ,3.9 m,3.5 m,Đông - Nam,Đông - Nam,5 tầng,3 phòng,Sổ đỏ,Nội thất cơ bản.,4 phòng
"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",35 m²,2.65 tỷ,3.5 m,3 m,Tây - Bắc,Tây - Bắc,4 tầng,3 phòng,Sổ đỏ,Cơ bản đầy đủ,3 phòng
"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",40 m²,3.14 tỷ,4.5 m,3 m,Bắc,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất siêu đẹp.,4 phòng
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",35 m²,2.78 tỷ,3.5 m,3 m,Đông - Bắc,Đông - Bắc,5 tầng,4 phòng,Sổ đỏ,"Nội thất bao gồm tủ bếp, đèn chùm, điều hòa, nóng lạnh, kệ tivi, tủ rượu, bếp từ, hút mùi cửa chính, cửa thông phòng gỗ Lim, toàn bộ hệ thống thiết bị vệ sinh, đèn chiếu sáng, trang trí đầy đủ,...",3 phòng
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",35 m²,2.05 tỷ,4 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Trang bị cơ bản,3 phòng
"350, Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",46 m²,6.35 tỷ,4.4 m,,,,,4 phòng,Sổ đỏ.,,6 phòng
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",60 m²,5.6 tỷ,4 m,3 m,,,4 tầng,4 phòng,,Đầy đủ.,4 phòng
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",34 m²,2.32 tỷ,3.8 m,,Đông - Nam,,4 tầng,3 phòng,Sổ đỏ,Nội thất đầy đủ ,3 phòng
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",43 m²,2.35 tỷ,3 m,3 m,,,4 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Trang bị cơ bản,4 phòng
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",45.3 m²,5.5 tỷ,,,,,3 tầng,,,,
"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",35 m²,1.99 tỷ,4 m,3 m,,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,4 phòng
"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",35 m²,3.7 tỷ,,15 m,,,,,Sổ đỏ,,
"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",37 m²,1.78 tỷ,4 m,3 m,,,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Trang bị cơ bản,5 phòng
"Phường Phú Đô, Nam Từ Liêm, Hà Nội",63 m²,7.4 tỷ,,,,,4 tầng,,,,5 phòng
"Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",25 m²,2.95 tỷ,1.5 m,2 m,,Tây - Bắc,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,5 phòng
