Địa chỉ,Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công
"Đường Liên Xã, Xã Kim Nỗ, Đông Anh, Hà Nội",86.6 m²,9 tỷ,6 m,8 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất thỏa thuận 2 bên ,Đông - Nam,Đông - Nam
"Ngõ 562, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",60 m²,7.5 tỷ,6.6 m,,,6 phòng,,Sổ đỏ chính chủ.,,,
"Phố Phú Lương, Phường Phú Lương, Hà Đông, Hà Nội",45 m²,2.48 tỷ,4 m,3 m,4 tầng,4 phòng,3 phòng,Sổ đỏ,Nội thất cơ bản đầy đủ.,Đông - Nam,Đông - Nam
"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",46 m²,3.9 tỷ,,,,,,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",45 m²,9.3 tỷ,,2 m,5 tầng,4 phòng,4 phòng,Sổ đỏ,Cao cấp,,
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",73 m²,20.3 tỷ,6.2 m,6 m,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,"Cao cấp, nhập khẩu.",,
"Phố Phương Mai, Quận Đống Đa, Hà Nội",43 m²,9.2 tỷ,4.2 m,8 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,,
"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",34 m²,2.75 tỷ,,2.5 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",36 m²,2.65 tỷ,3.6 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Phú La, Hà Đông, Hà Nội",62 m²,5.6 tỷ,3.5 m,,3 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đông La, Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",34 m²,1.95 tỷ,3.5 m,3 m,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,Tây - Bắc,Tây - Bắc
"Ngõ 88, Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",70 m²,Thỏa thuận,5 m,5 m,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,,
"Ngõ 205, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",33 m²,3.9 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",34 m²,2.05 tỷ,3.6 m,3 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Đông - Nam,Đông - Nam
"Ngõ 32, Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 m²,5.3 tỷ,4 m,,4 tầng,4 phòng,,,,,
"Đường Nguyễn Du, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",46 m²,11 tỷ,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,,
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",32 m²,2.03 tỷ,3 m,2.5 m,1 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Đông - Nam
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội.",43 m²,6.9 tỷ,6 m,4 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45 m²,11 tỷ,3.7 m,4 m,7 tầng,4 phòng,4 phòng,Sổ đỏ.,Nội thất đầy đủ.,,
"Xã Đàn 2, Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",70 m²,11 tỷ,,,,,,,,,
"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",50 m²,10 tỷ,,3 m,6 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",65 m²,17.9 tỷ,,,7 tầng,,,Sổ đỏ.,,,
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",40 m²,8.6 tỷ,4 m,4 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",90 m²,18.8 tỷ,,,7 tầng,,,,,,
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",50 m²,11.6 tỷ,5 m,,7 tầng,,,Sổ đỏ,,,
"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội",35 m²,5.9 tỷ,,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phường Phú La, Hà Đông, Hà Nội",50 m²,9.8 tỷ,5.2 m,,6 tầng,,,Sổ đỏ,,,
"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",60 m²,11.8 tỷ,,,,5 phòng,,,,,
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",51 m²,7 tỷ,6.8 m,,5 tầng,6 phòng,6 phòng,Sổ đỏ,Nội thất cao cấp,,
"Đường Huỳnh Thúc Kháng, Phường Láng Hạ, Đống Đa, Hà Nội",48 m²,7.5 tỷ,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",31 m²,3.9 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",40 m²,3.7 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Sang trọng, hiện đại, đáp ứng mọi nhu cầu sinh hoạt",,
"Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội",50 m²,10.6 tỷ,5 m,15 m,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Sang trọng,,
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",35 m²,6.3 tỷ,4 m,,5 tầng,,,Sổ đỏ,,,
"Đường Lê Lợi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",40 m²,5.5 tỷ,5 m,,1 tầng,,,Sổ đỏ,,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",75 m²,25.5 tỷ,6 m,6 m,7 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bắc,Bắc
"515, Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",45 m²,4.8 tỷ,4 m,3 m,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Bắc,Đông - Bắc
"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",37 m²,5.05 tỷ,4 m,3 m,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất các phòng gồm: Giường, tủ, điều hòa, sofa, đèn chùm TBVS nhập khẩu, trần thạch cao Vĩnh Tường.",Đông - Bắc,
"Ngõ 464, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",31 m²,2.9 tỷ,3 m,3 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,
"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",40 m²,3.95 tỷ,3.1 m,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",35 m²,4 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",50 m²,11.6 tỷ,5 m,6 m,6 tầng,4 phòng,5 phòng,Sổ đỏ.,Nội thất sang trọng và đẳng cấp.,,
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",35 m²,3.75 tỷ,3.8 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Phố Nguyễn Đổng Chi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",86 m²,12.2 tỷ,5.3 m,,5 tầng,,,,,,
"Phường Giáp Bát, Hoàng Mai, Hà Nội",40 m²,4.25 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Quốc Vượng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",62 m²,4.65 tỷ,,,,4 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",38 m²,4.5 tỷ,5.4 m,,4 tầng,3 phòng,4 phòng,Sổ đỏ chính chủ,,,
"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",44 m²,5.3 tỷ,5 m,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Sang trọng.,,
"Đường Hà Trì 1, Phường Hà Cầu, Hà Đông, Hà Nội",31 m²,3.55 tỷ,4.3 m,2.5 m,5 tầng,3 phòng,3 phòng,Sổ đỏ,,Đông - Nam,
"Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",60 m²,Thỏa thuận,10 m,5 m,6 tầng,5 phòng,4 phòng,Sổ đỏ,,,
"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55 m²,13.5 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Phan Văn Trường, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",55 m²,13.5 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 121, Đường 70, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",42 m²,3.65 tỷ,3.5 m,2 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây,Tây
"Ngõ 68, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",33 m²,4.28 tỷ,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",41 m²,5.35 tỷ,5.4 m,3 m,4 tầng,4 phòng,4 phòng,"Sổ đỏ,sổ hồng",Nhập ngoại,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",45 m²,6.5 tỷ,5.5 m,,5 tầng,,,,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",50 m²,6.9 tỷ,5 m,,,5 phòng,,,,,
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45 m²,6 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",40 m²,4.1 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Phạm Tuấn Tài, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",50 m²,11.9 tỷ,,,6 tầng,,,,,,
"Phường Ngọc Thụy, Long Biên, Hà Nội",50 m²,5 tỷ,,3 m,5 tầng,,,,,,
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",40 m²,6.25 tỷ,,6 m,5 tầng,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",45 m²,3.15 tỷ,3.4 m,2.5 m,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Đông - Nam,Đông - Nam
"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",82 m²,9.6 tỷ,,,4 tầng,4 phòng,,,,,
"Đường Thịnh Liệt, Phường Tân Mai, Hoàng Mai, Hà Nội",51 m²,7.25 tỷ,4.5 m,5 m,6 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,,
"Phường Trung Hòa, Cầu Giấy, Hà Nội",100 m²,20 tỷ,,,,,,,,,
"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội",90 m²,23.5 tỷ,5.5 m,10 m,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Cao cấp,,
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",64 m²,6.5 tỷ,6 m,2.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Giường, tủ quần áo, tủ bếp, điều hòa.",Tây - Bắc,Tây - Bắc
"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",82 m²,9 tỷ,,13.5 m,3 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",51 m²,8.3 tỷ,,,5 tầng,,,Sổ đỏ/ Sổ hồng.,,,
"Phường Phú Lãm, Hà Đông, Hà Nội",33 m²,2.99 tỷ,3.3 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam
"Phường Yên Nghĩa, Hà Đông, Hà Nội",50 m²,6.35 tỷ,4 m,12.5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,Đông - Nam,Đông - Nam
"Phường Dương Nội, Hà Đông, Hà Nội",50 m²,6.35 tỷ,4 m,12.5 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất,Đông - Nam,Đông - Nam
"Ngõ 9, Đường Đặng Thai Mai, Phường Quảng An, Tây Hồ, Hà Nội",70 m²,14.8 tỷ,10 m,,4 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Cao cấp,Đông - Bắc,
"Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",95 m²,28 tỷ,8 m,4 m,9 tầng,16 phòng,16 phòng,Sổ đỏ/ Sổ hồng,,,
"Ngõ Thịnh Hào 3, Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",35 m²,5.4 tỷ,4 m,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Phố Phùng Chí Kiên, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",48 m²,8.6 tỷ,4 m,6 m,7 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Sang trọng - hiện đại.,,
"Phố Trần Cung, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",36 m²,3.6 tỷ,4 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ,Sang trọng,,
"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",39 m²,3 tỷ,4 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Kim Mã, Phường Ngọc Khánh, Ba Đình, Hà Nội",25 m²,3.55 tỷ,3.8 m,4 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Bắc,Bắc
"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",30 m²,3 tỷ,7.8 m,2.5 m,3 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản,,
"Đường Nguyễn Trãi, Phường Nhân Chính, Thanh Xuân, Hà Nội",50 m²,4.2 tỷ,4.5 m,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",30 m²,2.75 tỷ,5.5 m,,,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",45 m²,3.3 tỷ,4.5 m,,,2 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",35 m²,4.2 tỷ,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Phú, Phường Nguyễn Trãi, Hà Đông, Hà Nội",44 m²,7.1 tỷ,,,4 tầng,4 phòng,,Sổ đỏ,,Đông - Nam,
"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",55 m²,8.9 tỷ,6.2 m,,6 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",33 m²,4.165 tỷ,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Lân, Trường Trinh, Phường Phương Liệt, Thanh Xuân, Hà Nội",65 m²,13 tỷ,,6 m,9 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ tiện nghi,,
"Đường Cổ Điển, Xã Tứ Hiệp, Thanh Trì, Hà Nội",37 m²,3.75 tỷ,8 m,3.5 m,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",15000 m²,Thỏa thuận,25 m,5 m,3 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Full nội thất bạc tỷ.,,
"Ngõ 114, Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",58 m²,4.75 tỷ,4 m,2.5 m,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Nam
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",48 m²,6.88 tỷ,3.8 m,3.5 m,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",35 m²,3.6 tỷ,3.5 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ sổ hồng,Full liền tường.,,
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",80 m²,11 tỷ,,,5 tầng,,,,,,
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",55 m²,26 tỷ,,,7 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Thịnh Quang, Đống Đa, Hà Nội",40 m²,7.5 tỷ,4 m,4 m,4 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 59, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",48 m²,7.5 tỷ,,5 m,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Hồ Tùng Mậu, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.",45 m²,4.3 tỷ,4.6 m,3 m,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",35 m²,5.4 tỷ,3.5 m,4 m,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",86 m²,19.2 tỷ,4.3 m,6 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ,,
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",82 m²,16.5 tỷ,5 m,6 m,8 tầng,15 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Lương Định Của, Phường Kim Liên, Đống Đa, Hà Nội",35 m²,4.5 tỷ,,,4 tầng,,,Sổ đỏ/ Sổ hồng.,,,
"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",72 m²,15.8 tỷ,4.3 m,,,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ 3, Phố Thái Hà, Phường Thịnh Quang, Đống Đa, Hà Nội",46 m²,8.3 tỷ,4 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",60 m²,7 tỷ,,4 m,4 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Ngõ Xã Đàn 2, Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",52 m²,5.7 tỷ,4 m,4 m,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng.,,,
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",45 m²,4.25 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",50 m²,9.7 tỷ,3.5 m,,6 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",40 m²,3.98 tỷ,,,6 tầng,,,,,,
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",45 m²,5.8 tỷ,3.7 m,3 m,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",70 m²,7.2 tỷ,5.3 m,4 m,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,,
"Ngõ 77, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",50 m²,6.2 tỷ,,,5 tầng,,,,,,
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",40 m²,4.5 tỷ,4 m,3 m,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất sang trọng và đẳng cấp.,,
"Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",55 m²,7.7 tỷ,,,,,,Sổ đỏ/ Sổ hồng,,,
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",70 m²,8.4 tỷ,5 m,3 m,8 tầng,10 phòng,11 phòng,Sổ đỏ,Sang trọng,,
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",36 m²,3.8 tỷ,4.5 m,3 m,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Sang trọng - hiện đại,,
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",46 m²,7.7 tỷ,4 m,3 m,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,,
"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",37 m²,4.1 tỷ,,,3 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",72 m²,9.5 tỷ,6 m,6 m,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",45 m²,7.5 tỷ,4 m,,5 tầng,,,Sổ đỏ/ Sổ hồng,,,
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",150 m²,28.5 tỷ,,,4 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,,,
"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",35 m²,4.95 tỷ,5.8 m,4 m,5 tầng,3 phòng,4 phòng,Sổ đỏ.,Nội thất cao cấp.,,
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",34 m²,3.3 tỷ,3.4 m,3 m,5 tầng,3 phòng,3 phòng,Sổ đỏ cất két.,Mới đẹp hiện đại.,Tây,
"Phố Nguyễn Đổng Chi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",45 m²,3.9 tỷ,,,,6 phòng,,Sổ đỏ,,,
"Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",100 m²,27 tỷ,6.5 m,,10 tầng,30 phòng,,Sổ đỏ chính chủ,"Nhập khẩu cao cấp điều hòa, nóng lạnh, máy giặt, giường tủ, bếp...",,
"Đường Nam Dư, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",143 m²,28 tỷ,13 m,5 m,8 tầng,28 phòng,28 phòng,Sổ đỏ/ Sổ hồng.,,,
"Đường Tỉnh Lộ 421B, Xã Đông Yên, Quốc Oai, Hà Nội",75 m²,890 triệu,5 m,4 m,,,,Sổ đỏ/ Sổ hồng,,,
"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",30 m²,7.25 tỷ,5.2 m,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Để lại toàn bộ nội thất.,,
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",37 m²,Thỏa thuận,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,,
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",85 m²,20 tỷ,,,8 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,,
"Đường Trích Sài, Phường Quảng An, Tây Hồ, Hà Nội",125 m²,45 tỷ,,,,,,,,,
"Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",44.5 m²,5.085 tỷ,3 m,6 m,3 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Tây,
"Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",55 m²,13 tỷ,4 m,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,,
"Ngõ 23, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",131 m²,9.65 tỷ,,,,,,,,,
"Ngõ 141, Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",40 m²,4.9 tỷ,3.4 m,4 m,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,,
"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",36 m²,2.65 tỷ,3.5 m,3.5 m,3 tầng,4 phòng,3 phòng,Sổ đỏ,Full nội thất,Bắc,Bắc
